u^2,u^3,u^4
-0.0058336336774745465,0.0235432636752331,0.01479598847202249
-0.006288821530614583,0.021080179836242975,0.01157016101649547
-0.006684866411033665,0.009883750032131844,0.0020016767516151915
-0.005588912335327609,0.024739471091450468,0.0164583635793933
-0.005528139261487888,0.024988201223875527,0.016870837817040803
-0.0056535105529552125,0.024523632843010602,0.01600306139117457
-0.005577018438096154,0.02495533226490148,0.016504712976943794
-0.006758899851775945,0.011644469985305888,0.0029880164086741857
-0.005732661217282951,0.024231478713999267,0.015444065504936743
-0.006188156099859044,0.006053533431998129,0.00023700322552594954
-0.020740140122131222,0.007432388755953492,-0.017084690103442546
-0.020155764593757286,0.009088199793933814,-0.01735245680141289
-0.005630227123057978,0.024862193565090302,0.016114113695153795
-0.018965453234425868,-0.003270796439588598,-0.011052500732962675
-0.005829737467786082,0.023893972819094618,0.014740370698509595
-0.006796044612916716,0.01614876076025027,0.006209333107523321
-0.005689328710993438,0.024707099127759848,0.015686282308686413
-0.005623123055749986,0.02497428551838416,0.01614397654941833
-0.006179517591231306,0.021989116911084437,0.012236962344162841
-0.005937921519490103,0.023483599036135765,0.013940723675725915
-0.005673278495962737,0.024926732608357188,0.01576515238706166
-0.005756925061299383,0.02449196474285251,0.015198199028257179
-0.019974375796348323,0.009392741077340366,-0.017282207963471977
-0.0060735983821325855,0.022858107269846252,0.0129207567924432
-0.005727350740676869,0.024822112314254272,0.015363810146247459
-0.005836661484022255,0.024224373513306658,0.014613946280088698
-0.01921793484496301,0.010017009897016914,-0.01649589094630989
-0.019753757447473305,0.009649515036047317,-0.017113025306983592
-0.005719346482603067,0.024932679741304115,0.015401395910975016
-0.005785679470549524,0.024664324561595848,0.014935027081602978
-0.005931244264464884,0.023901901737314445,0.013902086912638828
-0.005848930176296651,0.02446366023025539,0.01446838420586041
-0.020805502049119157,0.00799555525746835,-0.01754250664727251
-0.005769489606430563,0.02487233352830133,0.015018960633947533
-0.019499850977204428,0.00985764826124485,-0.016849393786168457
-0.006536257928088979,0.0195542257335131,0.009220469061635183
-0.005923964716200423,0.024228144470507595,0.01389985594969352
-0.0058218417011477374,0.02475904160474805,0.014625847264281988
-0.006043435259081892,0.02350191894088117,0.013027386241613217
-0.00642038944438041,0.02058997011001391,0.010219045023286483
-0.00663768230951357,0.018480541237176684,0.008015823835777605
-0.005919257089392056,0.024432634595776385,0.01390197883988216
-0.020775708199354953,0.008438234488399194,-0.017799328236563113
-0.005874189655228133,0.024602230338083748,0.014236426274957295
-0.005815397616615323,0.024862548979653364,0.01465294497518152
-0.006752627210728532,0.013525331282659505,0.004096755647431132
-0.005864478876070821,0.024788673741476974,0.014274435019884991
-0.006017081917356794,0.02394676194650458,0.0131687194850053
-0.006321873315213014,0.021512301537034633,0.010928239377806417
-0.0059134605971436285,0.024663013010674355,0.013902377064363066
-0.005991968880058382,0.02426301590411378,0.013326825304875334
-0.020778926491270562,0.004544084786272226,-0.015569320538648177
-0.00595839453549832,0.024490327328291945,0.013566320749919392
-0.006239783377086293,0.022341662485177244,0.01148882517048259
-0.005910728251769361,0.024761339703811665,0.013901495983743736
-0.006174057691439803,0.023066788043498605,0.011939448388378553
-0.00595850816200155,0.024671225896543646,0.013528085666073634
-0.020670892160220677,0.008809850240357414,-0.01790426612857287
-0.006125318734143496,0.023624761154354582,0.012281981897764055
-0.006004767801499057,0.024524893007543094,0.013171723542498239
-0.006681811473977297,0.01746044028560563,0.00683103988882214
-0.006085613500578865,0.024026323518795824,0.012566909569483491
-0.006047087977021736,0.02431596318901469,0.012851248083230571
-0.01979842814037638,0.009761146774758027,-0.017246443063575916
-0.02051140809421255,0.009125283302892525,-0.017890378484863568
-0.006005468802526477,0.024627680930091395,0.013143781411678638
-0.006500165216090697,0.020298482350026535,0.009092744602034363
-0.006052400778636714,0.024519354267990554,0.01277054260355861
-0.020308459463146203,0.009388186412928488,-0.017771747297616484
-0.020801150835010617,0.003390389598926751,-0.015076626199837148
-0.006701013986934495,0.015187504685187364,0.005057595515430898
-0.006428348123834774,0.02109770005377374,0.00978357094880624
-0.0200689961315654,0.009599843663413167,-0.017555411551339023
-0.006097879186546739,0.02434821390306857,0.012412391947327584
-0.006366676301263252,0.021863753079571585,0.01027170875932402
-0.00614198108667287,0.024103671410615625,0.01206709172944151
-0.006570292536635325,0.01943345924007505,0.008179796970227898
-0.006187367080138137,0.023767335729949733,0.01171062736706985
-0.006099593574906135,0.024463807257604425,0.012376709638135433
-0.006240531333739786,0.02330714874619964,0.0112835028707291
-0.006146020901387112,0.02433849185487283,0.011998719458297781
-0.006316767763552506,0.022640569639390914,0.01063752160805906
-0.00649176512104469,0.02080417474609274,0.008944431453912613
-0.006191667841012227,0.024146535231394636,0.011627522958358812
-0.02132875419199095,0.006989391510372938,-0.01756921238733446
-0.006237754420816213,0.02387957473206953,0.011249305405809254
-0.005704646706646955,0.0027487108717970466,-0.000815386234261681
-0.006192173779758225,0.024275203533611938,0.011603661971216182
-0.02131565105725606,0.007622917092862265,-0.017964904840424265
-0.006457575108381956,0.02140840531771553,0.009259711474114717
-0.006613088049835995,0.018534314032201907,0.007187265449422851
-0.021272245091248067,0.008117584113102453,-0.018243037502435545
-0.006287267277700416,0.023527741921185966,0.010832183701617861
-0.006237684919265855,0.02413698204064469,0.011221613305568793
-0.006647630460500212,0.01655301130098571,0.0057631193310481
-0.006540278588178443,0.020209204810773887,0.008224704679224096
-0.021178173242352435,0.008518250402140982,-0.018393702185340862
-0.020360886865078812,0.009501542237672415,-0.01791542393701439
-0.006282693058572493,0.023933086771117378,0.010840282125900852
-0.006345225105025032,0.0230854092229876,0.010317651472953592
-0.006425389532039852,0.0220655952609465,0.00954861110892226
-0.021034326441005575,0.008849105288499571,-0.018427393199922096
-0.006281346535344637,0.024067751976266556,0.01083531961176345
-0.006328241370520125,0.023662373387099152,0.010445461456712078
-0.0065202213840613215,0.020917526276425652,0.008381433074751336
-0.02084662771627291,0.009120644470822753,-0.018354698302999312
-0.02062056296399572,0.009337332331290313,-0.01818241919499885
-0.006324815793419328,0.02392120262376511,0.010455823174761366
-0.006375715432371285,0.023331248243460848,0.01001631536092734
-0.006414825563190642,0.02260899272966549,0.00963677282969743
-0.019996504932133514,-0.0003003578590925335,-0.012860623221289275
-0.006367259450626585,0.023714019847397592,0.010077606997559633
-0.006425674873008031,0.022967529294076142,0.00953208351638963
-0.0214008321547072,0.0061920214023970565,-0.01717446485414639
-0.006607358091275864,0.01768724397331524,0.006239916378068031
-0.006577786563863073,0.019428829929347736,0.007356802489032963
-0.006364873858764738,0.02384473333872398,0.010085320190720705
-0.006408614754619977,0.023453229857195262,0.009695844987202705
-0.00649916910407578,0.0215885693872129,0.008655346550804409
-0.006447584023376015,0.02315894309675317,0.009316154802396904
-0.006404928176131765,0.023692473736558983,0.009717259787464815
-0.006484194249708153,0.022163811241158207,0.008861637493271202
-0.006478718402545619,0.022606010199407715,0.008960471486983559
-0.006072161058095773,0.00778332967762833,0.0008923702700142463
-0.006478542954399516,0.022885619652522737,0.008989658091079
-0.0064427836617082755,0.02348541277954181,0.009357140512858037
-0.006440760814651049,0.023605670505492764,0.00936485507092673
-0.006477225848249445,0.02323343209146666,0.009011404311318697
-0.006564335431079407,0.020270126414662932,0.007420463844187772
-0.006505452247755908,0.022951372211147483,0.00870281280433403
-0.020905624438139453,0.009237578725653353,-0.01850777975195221
-0.006476254942794497,0.023447300467216544,0.009015060582406146
-0.006583915269116679,0.018627194756433596,0.006522944175097441
-0.006551154753231662,0.021115284735776698,0.007818031270666012
-0.006540106642870934,0.021745038742700895,0.008101599836221078
-0.006522377961932946,0.022636992459100887,0.008480630465263556
-0.00653113973558342,0.02224730224032194,0.00831087726823414
-0.006508253760641068,0.02323736411383908,0.008681103247272186
-0.0064843806955993235,0.014479713544123647,0.0041521218976192055
-0.0065318732892817154,0.015811939591185445,0.004866243079438305
-0.02168343117435148,0.008223964143589352,-0.018840120883181804
-0.021154930671508393,0.009070061414300307,-0.018735878218317688
-0.00623897269919101,0.010933077679112994,0.002290591473670237
-0.021545856252917973,0.008567707127378511,-0.01890415986795413
-0.021369268516407112,0.008847868178293397,-0.018868863457096915
-0.006507545483104824,0.023347554186689684,0.008679833011474472
-0.006535199892389658,0.022981938566774777,0.00837293659355586
-0.02178566803054655,0.0078065979443823616,-0.018679402804130604
-0.006555151630734137,0.022681628067988145,0.008104570235426524
-0.0065443840426944585,0.0169498326235615,0.005395299410185709
-0.006537765931512713,0.023180740618586028,0.008350916749661633
-0.020804453029188708,0.0021763791356866676,-0.01456947340062269
-0.006567806742141518,0.02232338569767362,0.00787271559222123
-0.006574795492938216,0.0194023482268648,0.006635969356223421
-0.02149133697660615,0.005257735833139587,-0.016761742025832072
-0.006319114280488367,0.012815257099793713,0.0031822144127317915
-0.006575592487140154,0.021885763235145808,0.007642316945880025
-0.006563514764963516,0.02296267495362938,0.00804237692173028
-0.006580686493899595,0.02135154572220167,0.007371331774347433
-0.006550503877441677,0.017916894016198073,0.005765437738192842
-0.006582877551426857,0.02070688714022315,0.007023307399792265
-0.021869510051071045,0.007300380342954044,-0.018439470961277633
-0.00613100205733236,0.00933177222676804,0.0015470250824411054
-0.006564188911999426,0.023067279974085475,0.008031742660579443
-0.006583630467048809,0.02269486131142126,0.0077597715654643944
-0.0065887260644627655,0.02288989295580739,0.007723200538145516
-0.006597437252303585,0.02237378067355465,0.007502697743235458
-0.0065571577316909544,0.01870360320447422,0.005984177710602085
-0.006605265465038726,0.021990858318773454,0.007257486135775339
-0.021432289817957938,0.008969539156790036,-0.019028306316251152
-0.006579216706791636,0.019989173655214087,0.006549333394425492
-0.006608175276990946,0.02266088199331249,0.007435829846168947
-0.021527518290832125,0.004234835771387132,-0.016267677017539756
-0.005392389711099364,0.00478850597926614,-0.0002340173759036401
-0.006607856071579116,0.021536653731515594,0.006999063676946732
-0.0066097701841335114,0.02276329795125033,0.007420499584458267
-0.02198070992661108,0.006689457993123963,-0.018173176136154334
-0.00662184289972381,0.022380417589335455,0.007170064807479915
-0.006604935808880122,0.02100488727986868,0.00669898031627361
-0.006628262882990161,0.022574624935022537,0.007131264461391604
-0.006629455119437333,0.022046745483351077,0.006920422652231471
-0.021671537919375383,0.008799041624983222,-0.019220820563131076
-0.02187573304691101,0.008572547231707292,-0.01932024430065038
-0.006631040847112891,0.021657680126831794,0.00667432645649249
-0.00656314009619783,0.019298226617947282,0.006021438319220376
-0.022044708090679387,0.008287574946340573,-0.019328161116566742
-0.006641220106731939,0.022335094631389912,0.006862649460753107
-0.006594234841249193,0.020401476251329164,0.006332815736908098
-0.006428545036971295,0.016343553900520478,0.004678047459152381
-0.006474690590900748,0.017310024709608865,0.005086414570090524
-0.022181569648898232,0.007941258726281741,-0.019250418157804254
-0.0066432580380779305,0.022435548614370297,0.006846529203893336
-0.006626273668378016,0.021212328500349265,0.006413440577267862
-0.006510116710234882,0.018139065684218674,0.005396737243439083
-0.006535038564574343,0.01874669112076617,0.005601458050971639
-0.006358924720982821,0.01529083578075805,0.004174127381908597
-0.006648202726017391,0.022046066004963602,0.006613017306219391
-0.009172548314375775,-0.009357101236801797,-0.0032096329278190954
-0.006571675192429006,0.01975351673107007,0.005909757019743411
-0.006649008956458692,0.021709758029060645,0.006377418802018122
-0.00665524376516542,0.022235992632852117,0.00657645842668718
-0.022296332334540227,0.007531778801106779,-0.019102397798596994
-0.006613302753002831,0.02070849711736988,0.0061137653348358285
-0.006643506053453365,0.021331493027025354,0.006148107779386304
-0.006661280310890236,0.021987787516278764,0.006327063523950918
-0.021939360113037827,0.008698204912394307,-0.01948066585179704
-0.006215289259119284,0.014190492486294547,0.003555091323624426
-0.006631157562227149,0.02092066348688935,0.005913209401257439
-0.006663462672545799,0.0220844113766118,0.00631091017575187
-0.006661060960262158,0.02169452372866118,0.0060973347525939605
-0.0065349606866402735,0.01909748950404015,0.005493375845330645
-0.006587772903600861,0.020139416239808153,0.005757834886861152
-0.0066544911298979876,0.021363140267303737,0.005886183086257776
-0.006668369585166141,0.02187453635061504,0.0060606112365828736
-0.006608521977951216,0.020462723312253257,0.005629567487999162
-0.006487013274047879,0.018418486993708506,0.005147770574998427
-0.006641882386749462,0.021010025247272027,0.00569619702098863
-0.006543679506490088,0.01949455094115746,0.005356190799509241
-0.006358019935308912,0.016779040468456376,0.004482267010246022
-0.02216817843697774,0.008525636578633942,-0.019640401394765094
-0.006428755764886576,0.01765199796992971,0.004833890065258303
-0.02241154938660803,0.007064476856925536,-0.018918588692226165
-0.007745216088915793,-0.0064938810693992086,-0.002676744219685098
-0.006666904482632752,0.0216188898346373,0.005832149078761273
-0.006625405838890971,0.020687343855869098,0.005547101275703494
-0.0062751445139558,0.015847736521131785,0.0040918918658480385
-0.022362487125175443,0.008297444238930392,-0.019711136088660035
-0.006669100645977256,0.02170985476099475,0.005814352943047817
-0.006658834690581067,0.021322637852030365,0.005626500769880442
-0.006567043507489578,0.019911344235598673,0.005264320801566283
-0.006644163046564689,0.020994644156703497,0.00544745042906312
-0.006666295325721822,0.02148967015383075,0.005584248035065881
-0.022202515701751035,0.005929170369675237,-0.017949964498501263
-0.022523932168969973,0.008013775871563529,-0.019698640040562557
-0.006189481957410101,0.015007934238305069,0.00372486955035555
-0.006623366677069054,0.020650385512451762,0.005308004531203979
-0.006597338315695888,0.02030165851411931,0.005246688861875286
-0.006480855483091262,0.018778362996772605,0.004972286523482689
-0.006656659607155155,0.021225970013786278,0.005377570879450318
-0.022657223163998874,0.007677220067136166,-0.019614191215646955
-0.005827865095799414,0.011720845374558734,0.002338096128073889
-0.01611230798042672,-0.011120241074248968,-0.00715867957542663
-0.022423883662557206,0.008424037530028268,-0.01986644405202279
-0.006658885394125664,0.021311409059272136,0.005356272976314925
-0.022202328188480343,0.004976913342390239,-0.017383546762349742
-0.0066399416966197305,0.02092321829316858,0.0051966672122254875
-0.021540472005084892,0.0031517028639836187,-0.015745414404208815
-0.006403137644283089,0.018007998328661574,0.00463284312457476
-0.0066159800691941596,0.020586064552618563,0.0050465691551017594
-0.022771381837030463,0.007296960267812285,-0.019478237313613183
-0.005682385731981182,0.010171549121091021,0.0016996421004601085
-0.00664772477434247,0.021080331774612594,0.005145831781809498
-0.022568917566354967,0.006568284793901707,-0.018766091151283183
-0.006309883376503569,0.01717448088979629,0.004295671333733096
-0.006584492208466327,0.020213351396038436,0.0049358128431653235
-0.006201080199910013,0.016270705433740137,0.003940279405578345
-0.006544244900187332,0.01977875911624889,0.004862618846136404
-0.006490223496697087,0.01918845142415529,0.004794540357901475
-0.006629223754077678,0.020806507715925675,0.004959614221516082
-0.005921978257556406,0.013160776997521202,0.002873413936615926
-0.022640874160425425,0.00825031229793472,-0.01999485231208524
-0.0060844967392618445,0.015326034022104425,0.0035790638678873106
-0.006631606168781136,0.020888867440275665,0.004934655188020927
-0.020772347342614825,0.0009352998271882263,-0.014035068457640135
-0.006603015815496887,0.02049173240950806,0.004799206373458731
-0.022823456494743773,0.008023051575742249,-0.020039065176190952
-0.006568594522158224,0.0201344015421553,0.0046656327338233175
-0.022878142552504758,0.00689953786140878,-0.019324197581575206
-0.006611491015458166,0.02064635568731938,0.0047423063459974355
-0.005988103716962857,0.014333082207910094,0.0032435413001902893
-0.006395466450288245,0.018370653438122598,0.004458525872772262
-0.005516138050118385,0.008637291426519202,0.0010826773697139298
-0.006524861558377869,0.019723568368882654,0.0045542812812901096
-0.02297328701344788,0.007745618512685771,-0.02000712087321731
-0.005230169582405478,0.0068703360180536,0.00040938169199760874
-0.006583514257273266,0.020360769534312744,0.004573447885811502
-0.006285524849848502,0.017567972281604758,0.0041322522750720375
-0.0064689946230891094,0.019232799633766923,0.004443425933236768
-0.006586177319092127,0.020443090434192956,0.00454666255470704
-0.022881789706239816,0.008146275557629526,-0.02018486548233381
-0.023093163907847734,0.007425446828289485,-0.019911066999604408
-0.006393737694199964,0.0186404791721734,0.00426969871192181
-0.006547221522826403,0.02003165657079376,0.00442739114873253
-0.0061510429918507125,0.016690014182867665,0.003789452086033589
-0.006556597130465938,0.020189395910766527,0.004370358531625434
-0.006501965188749655,0.019655499759723402,0.004300482447557915
-0.023185384172873177,0.007077357938453307,-0.019766738581606262
-0.019849266213971654,-0.0017303482637307983,-0.012252343025362714
-0.005995941071407275,0.015735038608592503,0.0034340536197582216
-0.006286436514037903,0.01795148657853649,0.0039978695549586505
-0.022977067664654006,0.006561886313179622,-0.019201639847124002
-0.006446655927076164,0.01922573111436057,0.004182639944013386
-0.006518721566633538,0.019892423580249508,0.004215645396790237
-0.02285553391297271,0.006167793462081495,-0.01880712689342214
-0.023084645676545012,0.007971560570012035,-0.020281680696220637
-0.02279249767521198,0.005548996534906826,-0.01833581112513165
-0.0065216368364766734,0.01997622209788901,0.004189404092620482
-0.006306896428904146,0.018264778390371782,0.003920547274703686
-0.005825290977183739,0.014697223611761788,0.003064820625273706
-0.006379989049696053,0.018743250876218646,0.004055756619233636
-0.006472180106011261,0.01955155283047145,0.0040800046391546545
-0.006482175465912484,0.019712570797705387,0.004027284319407273
-0.023245248516725873,0.006725009732037794,-0.019586759558159052
-0.006416611501788849,0.019165887635329615,0.00395847122717213
-0.023251948322989772,0.007746261134966652,-0.020298308330519363
-0.006133798934379496,0.01713072614651354,0.003660464538200877
-0.022242346767327666,0.004021165481192099,-0.016879426257507567
-0.005660553232820475,0.01355917493752787,0.00268418594899176
-0.005490115299929107,0.012297811939235112,0.0022533232581437718
-0.006351688524201928,0.01873695346032495,0.0038437224449935745
-0.0064341555164437484,0.0194063507913244,0.003884610931602474
-0.023383733899139805,0.007475903307786216,-0.02024244262387479
-0.005284287763921943,0.010909215368531537,0.0017418496639923875
-0.023308735613885707,0.007862471277382353,-0.0204334541608368
-0.006437093597554893,0.019491181481702445,0.003860265180336698
-0.006168305532794396,0.017648665177935945,0.003591399777572103
-0.00627606677497537,0.018266498021023255,0.003729164059077942
-0.02347909416561171,0.007169492273685241,-0.020122894380295315
-0.006377489571362505,0.019058300982618234,0.0037585239917256163
-0.005946377578727029,0.016185811132909685,0.0033082128504791372
-0.00631252808697129,0.018671477673391376,0.0036458057084785855
-0.006387381037432342,0.019219279059374317,0.003710861937454233
-0.02324436627053757,0.0063645434364817495,-0.019338247599897072
-0.02151781935851467,0.002031914802440715,-0.015189222943175169
-0.02353392317666154,0.0068399566250540045,-0.01994706021069588
-0.006241036672986938,0.01825676338709517,0.003545676241983123
-0.0050659619324907555,0.009470841268574033,0.0012074924644451084
-0.006328994180997041,0.01890614884844294,0.0035790424504813143
-0.02323542127046463,0.005937361857153895,-0.01903348642558961
-0.0057337421880058834,0.015172622248150401,0.002949869212333682
-0.006171309869958708,0.01786043788651428,0.0034676389341937682
-0.02349482622497375,0.007685732411545341,-0.020497092281538003
-0.006331666242083072,0.01899095478749475,0.0035567124266346877
-0.02353908450278804,0.006501686770128358,-0.01971701701787185
-0.016929026808369278,-0.008624282960209314,-0.00826273253776917
-0.006262145842055863,0.018553619993143585,0.0034625515236556973
-0.0061877369408572785,0.018165907729243338,0.0033604483240294372
-0.006271311290170409,0.018712363241518138,0.0034186807378359134
-0.02364286477421924,0.007461052552901452,-0.020482903258022992
-0.022846160322461492,0.004789513082146112,-0.01790561837944121
-0.004885385069427713,0.008180494827428698,0.0007482471538532605
-0.005929758942153242,0.0166615028254127,0.0031816391911371044
-0.006108488369395658,0.017751375106986888,0.003276896443683776
-0.005268195372792728,-0.0011311855967690192,-0.0015969566321212072
-0.006030854318113043,0.017308341706769745,0.00323266907557625
-0.023498688645553066,0.0061916374630476235,-0.01946248558202209
-0.02375065869289037,0.007194233746133226,-0.02039637462696717
-0.006202170142123828,0.018393633830472003,0.0032964434677235353
-0.02370109514916237,0.007568781572135864,-0.020609341246947428
-0.0062044776088602815,0.018478297484138234,0.0032759732520385347
-0.005249685057495617,0.012817258864354338,0.0021665318609098627
-0.023813988316621324,0.006892703216604761,-0.02024173158635444
-0.005698579258912173,0.01565358463139683,0.002863813083449123
-0.006124426920284099,0.018035947449799535,0.0031879873747816647
-0.023298449182132152,0.005402587987886106,-0.01872545458095648
-0.023824991030908585,0.006564633448030204,-0.02001957821867535
-0.006133059321994809,0.0181942825104986,0.0031477730688966505
-0.005455674613151941,0.013997516678180756,0.002519318335635614
-0.00603826634519616,0.017639230834878998,0.003091964889675464
-0.004964810800049883,0.011577400551188886,0.0017275227260638948
-0.005942452462052209,0.01719394923470167,0.003006398178506625
-0.02386819223363562,0.007387919085603546,-0.020637826549208524
-0.00470954288967924,0.0013510871599932976,-0.0011102324593495227
-0.006052652351067868,0.017870613851886735,0.0030331674755882058
-0.0237699503717712,0.00621845352387321,-0.019724730901631175
-0.0058262201562050975,0.016654034119225013,0.002910851821890172
-0.022236671838806017,0.002997280800172208,-0.016311245468850613
-0.006054719263517588,0.017955916319721058,0.0030149862243531453
-0.02360598760568814,0.005850466414662073,-0.019316272411961457
-0.023993885657319507,0.007160649126256916,-0.020589266835415246
-0.0059630632224290155,0.017506872609041428,0.002929356705081396
-0.0059718835111939724,0.017667825295576707,0.0028948941948283595
-0.005445549982555975,0.01470298484199536,0.002531592808264316
-0.005660572414120865,0.01596182212876871,0.002742526365445089
-0.004413755905997394,0.003482227420002125,-0.0006403245168998088
-0.005863042114322046,0.017098796372784827,0.0028319698792779106
-0.02069031278499977,-0.00032070233932160117,-0.013453514279110413
-0.024074163616169923,0.006891446418598431,-0.020466412507334147
-0.024056614648978233,0.007260872164361638,-0.020710572735428333
-0.0046440530442689466,0.01018450000222782,0.0012334316822372425
-0.005093950344427261,0.013169969948020362,0.0020823673527024956
-0.005879970778290186,0.01734081646527283,0.0027857826493567985
-0.0057478643434042695,0.016632955474788557,0.0027304172210641043
-0.024102874289871408,0.006584446627065262,-0.020269426286496476
-0.005881691830686547,0.017426608812681946,0.0027706128076334055
-0.024070291748008166,0.006241358057607997,-0.01999313087561356
-0.005438609811906694,0.015169576946351971,0.002493353922708188
-0.005778700885267007,0.01697452963429272,0.0026839625469537907
-0.005606516224775899,0.016090905395569947,0.0026025093659696524
-0.005787261313610125,0.0171361835628083,0.0026570075638775114
-0.0043540103923765585,0.00871966601775231,0.0007452738315645203
-0.00428631304255087,0.005452206561855271,-0.00015379995522180344
-0.02420338555946324,0.007073346519663224,-0.02070248720331306
-0.005666828994766962,0.016567226935003364,0.002583699132556389
-0.005140891926646915,0.013799395549547906,0.0021738267746012267
-0.023959783406629326,0.005855268809500921,-0.019620020498906487
-0.02343794848599265,0.004798357283624069,-0.018436087541874566
-0.023752677802276488,0.005396491597876435,-0.01911641541096061
-0.005684230862193279,0.01680904939167266,0.0025519923183443577
-0.022985024182527656,0.003904129259190099,-0.017472575792800357
-0.0054251581910091185,0.015471941929092146,0.0024277804766922846
-0.021463975177267863,0.0009159685984887324,-0.014611179682915188
-0.004800080818102444,0.012255352050593086,0.0017432469720497614
-0.0243052830103192,0.006839717005871938,-0.02061728546208842
-0.005541500697907074,0.016118473371189265,0.0024761412314186124
-0.005684679248963129,0.01689285122091322,0.002539769940501919
-0.005169535647291989,0.01436517305831451,0.0022065690649955235
-0.0055731603444580426,0.016447547769084137,0.0024522134692349187
-0.02437449535570636,0.006934958509016639,-0.02073685769756679
-0.024357491073400517,0.006562415696336726,-0.020455609007453354
-0.004236833409195285,0.007193140689550922,0.00030048856267551346
-0.005578592170799059,0.016601868811470497,0.002431288022308326
-0.00539773938277819,0.015636038301453367,0.0023511774998572084
-0.005455114515833308,0.016057401683319702,0.002354202617102471
-0.024353822464846415,0.0062420460898623764,-0.020215305391490003
-0.004794916241705181,0.01293948541696779,0.001816922262528759
-0.00519431211252857,0.014798557307613537,0.002205996198598537
-0.015681855798411276,-0.012954757603646134,-0.0064920199394962325
-0.005465205578203306,0.016277909165476934,0.0023298173650351914
-0.02428658075535983,0.005874489081258675,-0.019889351715039902
-0.005333820832426254,0.01565611797536522,0.0022570069029170265
-0.02217211550002273,0.0019654281655018947,-0.01569513867673144
-0.005462650037830649,0.016356022529145347,0.0023192561079196116
-0.005213784487209345,0.015109263072483154,0.0021894037592383145
-0.00485011531805961,0.013567744759589424,0.001897129907133488
-0.004289114591748454,0.010962570661502222,0.0012336025818115012
-0.024500582819919,0.00673854359709335,-0.02069190645274502
-0.005346609560950539,0.015926576046229213,0.0022335151337735605
-0.005225092580557024,0.015302981669068941,0.0021718839997795746
-0.024148793488246948,0.00544584050001162,-0.019464792085200248
-0.0053446817127441315,0.016065460587791718,0.0022145805625346827
-0.005226889263678128,0.015558878143217535,0.002142446618632316
-0.004910496818430401,0.014095270160560036,0.0019494702641671203
-0.018451515421482934,-0.005291890957501913,-0.010109976990260427
-0.02457882969501185,0.006495588581089832,-0.020569891824415824
-0.006484662188124164,-0.004964472680092615,-0.00225895795295603
-0.02394064866578709,0.004927657285116412,-0.018926291044739838
-0.004969553561768887,0.014519590128869688,0.0019820012190554528
-0.005115230889687571,0.015196369149460619,0.002062214494683942
-0.005221256842950721,0.01574575866839087,0.002116051667583363
-0.024654977473915898,0.006588495449485015,-0.02068954998775976
-0.024604806877399434,0.0062068560436738095,-0.020370800278962167
-0.005214001223370334,0.015816051983558198,0.002105452505054326
-0.0050308763400886275,0.01486381741006755,0.0020105071082346807
-0.022842296358308676,0.0028446738620048215,-0.01670604762565475
-0.005095660575642941,0.015403457533714223,0.002023264795547929
-0.024574281619812174,0.0058710837767022095,-0.020093092717004914
-0.004375000127770963,0.012022686730508148,0.0014382656662225435
-0.005083484229702099,0.01552563400460867,0.0020029644882265784
-0.004973028770810462,0.015047592693819022,0.0019378730290897678
-0.023680699661052816,0.004278823092753594,-0.018268153572688735
-0.004474761642971672,0.012774214582782946,0.0015723807832208553
-0.024484889211384288,0.00548341341197053,-0.01973400111936068
-0.0038763287079177015,0.00943906137933346,0.0007488073527857291
-0.004573735307950034,0.01338103329117566,0.0016699369489548285
-0.0048604538863722836,0.014685715740036019,0.0018640798316569098
-0.0046678130028178924,0.013884002260350822,0.0017422426192846919
-0.024760707536614607,0.006381796754870518,-0.020608589939594524
-0.004949269291586752,0.01520842546252154,0.001905869566993005
-0.0047607560179646225,0.01430821542407601,0.0018021775419491306
-0.00493660476682066,0.015272011372097972,0.001894271182350947
-0.019573087502054935,-0.0032565881162213723,-0.011510122428824793
-0.024339983038909004,0.005034601418898041,-0.019292268263963585
-0.0248163629017003,0.006128173213130317,-0.02045155789423802
-0.004814739840137582,0.01486896000087662,0.0018141632735925
-0.004792423634186622,0.014980661270249338,0.0017919573431852028
-0.0046836695980132,0.014510189357656182,0.0017284930591307734
-0.02489871705950453,0.006220270404784834,-0.02057101272041222
-0.024818702503891888,0.005827973787329056,-0.020219453587518373
-0.023464997712474144,0.0035063440244713496,-0.017578580612320847
-0.004558463016473397,0.014128663756958116,0.0016483986074620467
-0.024155333987966928,0.004514811985213323,-0.01877602383628738
-0.004645792665155297,0.014662968448577385,0.0016939406955002317
-0.02476629252792611,0.005480922156635847,-0.01991399194770293
-0.004437722443305892,0.013710637262057793,0.0015694925090537297
-0.004316235742809443,0.013235257705354168,0.0014830043413923393
-0.0046281839228642695,0.01472330495171783,0.001681477216357823
-0.0041861058733027885,0.012679074105876355,0.0013772574367608786
-0.024661934032064327,0.005086717205178818,-0.019539670356903946
-0.004499365183791547,0.014320433814269312,0.0015997637212978601
-0.004469073968404854,0.014430135326553992,0.0015771886361268732
-0.024984609716474933,0.0060027956129944555,-0.020455602747340724
-0.004033508934841429,0.012008697259874657,0.0012360660692035733
-0.0043551126180485615,0.01395156973645786,0.0015085078921807
-0.023971502489238985,0.003932116990196317,-0.01822320810024971
-0.025018592263065218,0.00573865863274687,-0.020266276038795893
-0.004213207873735105,0.013550041856540025,0.001417642465997725
